Word	Annotation	Sense	Part of Speech	Level	Russian
heutig	heutig		adj	B1	сегодня
hallo	hallo		part	A1	привет
Museum	das Museum, -en		das	A2	музей
Farbe	die Farbe, -n		die	A1	цвет
zwölf	zwölf		num	A1	двенадцать
per	per		prep	B1	за
regelmäßig	regelmäßig		adj	B1	регулярно
her	her		adv	A2	здесь
wechseln, wechselt, wechselte, hat gewechselt	wechseln, wechselt, wechselte, hat gewechselt		verb	A2	изменение
einstellen, stellt ein, stellte ein, hat eingestellt	einstellen, stellt ein, stellte ein, hat eingestellt		verb	B1	нанять
Theater	das Theater, -		das	A2	театр
König	der König, -e		der	B1	король
Ohr	das Ohr, -en		das	A2	ухо
fördern, fördert, förderte, hat gefördert	fördern, fördert, förderte, hat gefördert		verb	B1	продвигать
elektrisch	elektrisch		adj	B1	электрический
Aufbau	der Aufbau, -ten		der	B1	строительство
Beitrag	der Beitrag, -̈e		der	B1	сообщение
Februar	der Februar, -e		der	B1	февраль
durchführen, führt durch, führte durch, hat durchgeführt	durchführen, führt durch, führte durch, hat durchgeführt		verb	B1	осуществлять
einfallen, fällt ein, fiel ein, ist eingefallen	einfallen, fällt ein, fiel ein, ist eingefallen		verb	B1	произошло
verletzen, verletzt, verletzte, hat verletzt	verletzen, verletzt, verletzte, hat verletzt		verb	A2	больно
Kontrolle	die Kontrolle, -n		die	B1	контроль
Macht	die Macht, -̈e		die	B1	мощность
Mannschaft	die Mannschaft, -en		die	A2	команда
entweder	entweder		conj	B1	либо
behaupten, behauptet, behauptete, hat behauptet	behaupten, behauptet, behauptete, hat behauptet		verb	B1	требовать
Hoffnung	die Hoffnung, -en		die	B1	Надежда
Verantwortung	die Verantwortung, -en		die	B1	ответственность
schreien, schreit, schrie, hat geschrien	schreien, schreit, schrie, hat geschrien		verb	B1	кричать
andererseits	andererseits		adv	B1	с другой стороны
Besuch	der Besuch, -e		der	A2	посетите
hundert	hundert		num	A1	сто
Quelle	die Quelle, -n		die	B1	источник
typisch	typisch		adj	A2	типичный
Gebiet	das Gebiet, -e		das	B1	площадь
Behörde	die Behörde, -n		die	B1	авторитет
Samstag	der Samstag, -e		der	B1	суббота
Organisation	die Organisation, -en		die	B1	организация
Summe	die Summe, -n		die	B1	итого
Job	der Job, -s		der	A1	работа
ausreichen, reicht aus, reichte aus, hat ausgereicht	ausreichen, reicht aus, reichte aus, hat ausgereicht		verb	B1	хватит
Grad	der Grad, -e		der, das	A1	степень
irgendein	irgendein		pron	B1	любой
benutzen, benutzt, benutzte, hat benutzt	benutzen, benutzt, benutzte, hat benutzt		verb	A1	использовать
irgendetwas, irgendwas	irgendetwas, irgendwas		pron	B1	что-то
teilweise	teilweise		adv	B1	частично
vertrauen, vertraut, vertraute, hat vertraut	vertrauen, vertraut, vertraute, hat vertraut		verb, das	B1	доверять
Jahrzehnt	das Jahrzehnt, -e		das	B1	десятилетие
Wind	der Wind, -e		der	A1	ветер
unmittelbar	unmittelbar		adj	B1	немедленно
Bund	der Bund, -̈e		der	B1	федеральный
extrem	extrem		adj	B1	крайний
Merkmal	das Merkmal, -e		das	B1	особенность
theoretisch	theoretisch		adj	B1	теоретически
ermitteln, ermittelt, ermittelte, hat ermittelt	ermitteln, ermittelt, ermittelte, hat ermittelt		verb	B1	расследовать
Papa	der Papa, -s		der	B1	папа
Krankheit	die Krankheit, -en		die	A2	болезнь
Voraussetzung	die Voraussetzung, -en		die	B1	требование
töten, tötet, tötete, hat getötet	töten, tötet, tötete, hat getötet		verb	B1	убить
formulieren, formuliert, formulierte, hat formuliert	formulieren, formuliert, formulierte, hat formuliert		verb	B1	сформулировать
Substanz	die Substanz, -en		die	B1	вещество
Zeitpunkt	der Zeitpunkt, -e		der	B1	момент времени
wenigstens	wenigstens		adv	A2	по крайней мере
Gang	der Gang, -̈e		der	B1	шестерня
Politiker	der Politiker, -		der	B1	политик
Unterstützung	die Unterstützung, -en		die	B1	поддержка
hey	hey		part	B1	эй
brechen, bricht, brach, hat gebrochen	brechen, bricht, brach, hat gebrochen		verb	B1	сломался
fassen, fasst, fasste, hat gefasst	fassen, fasst, fasste, hat gefasst		verb	B1	схватить
Zentrum	das Zentrum, -en		das	A2	центр
anrufen, ruft an, rief an, hat angerufen	anrufen, ruft an, rief an, hat angerufen		verb	A1	позвони
entfernen, entfernt, entfernte, hat entfernt	entfernen, entfernt, entfernte, hat entfernt		verb	B1	удалить
Juni	der Juni, -s		der	B1	июнь
Haut	die Haut, -̈e		die	B1	кожа
verfolgen, verfolgt, verfolgte, hat verfolgt	verfolgen, verfolgt, verfolgte, hat verfolgt		verb	B1	преследовать
gesellschaftlich	gesellschaftlich		adj	B1	социальный
Schutz	der Schutz, -e		der	B1	защита
Generation	die Generation, -en		die	B1	поколение
chinesisch	chinesisch		adj, das	B1	китайский
Zeichen	das Zeichen, -		das	B1	персонажи
Wahrheit	die Wahrheit, -en		die	B1	правда
Haushalt	der Haushalt, -e		der	A2	домашнее хозяйство
Garten	der Garten, -̈		der	A1	сад
hinten	hinten		adv	A1	позади
auffallen, fällt auf, fiel auf, ist aufgefallen	auffallen, fällt auf, fiel auf, ist aufgefallen		verb	B1	заметить
Gegensatz	der Gegensatz, -̈e		der	B1	контраст
verteilen, verteilt, verteilte, hat verteilt	verteilen, verteilt, verteilte, hat verteilt		verb	B1	раздать
Papier	das Papier, -e		das	A1	бумага
physikalisch	physikalisch		adj	B1	физический
angesichts	angesichts		prep	B1	данный
leise	leise		adj	A1	тихо
vermutlich	vermutlich		adv	B1	вероятно
eindeutig	eindeutig		adj	B1	ясно
heraus	heraus		adv	A2	из
falls	falls		conj	B1	если
erstmals	erstmals		adv	B1	впервые
Partner	der Partner, -		der	A1	партнер
nachdenken, denkt nach, dachte nach, hat nachgedacht	nachdenken, denkt nach, dachte nach, hat nachgedacht		verb	B1	думать
Ausbildung	die Ausbildung, -en		die	A2	обучение
Wagen	der Wagen, -		der	A2	машина
Schiff	das Schiff, -e		das	A2	корабль
tausend	tausend		num	A1	тысяча
Tat	die Tat, -en		die	B1	дело
obere	obere (r, s)		adj	B1	верхний
Gleichung	die Gleichung, -en		die	B1	уравнение
Stein	der Stein, -e		der	B1	камень
kümmern, kümmert, kümmerte, hat gekümmert	kümmern (sich), kümmert, kümmerte, hat gekümmert		verb	A1	позаботиться
mittlere	mittlere (r, s)		adj	B1	средний
erheben, erhebt, erhob, hat erhoben	erheben, erhebt, erhob, hat erhoben		verb	B1	поднять
Erklärung	die Erklärung, -en		die	B1	объяснение
Konzept	das Konzept, -e		das	B1	концепция
Mittwoch	der Mittwoch, -e		der	B1	среда
stören, stört, störte, hat gestört	stören, stört, störte, hat gestört		verb	A2	беспокоить
Spur	die Spur, -en		die	B1	отслеживать
berliner	berliner		adj	B1	берлинец
Herausforderung	die Herausforderung, -en		die	B1	вызов
starten, startet, startete, hat gestartet	starten, startet, startete, hat gestartet		verb	B1	начать
staatlich	staatlich		adj	B1	государство
verbessern, verbessert, verbesserte, hat verbessert	verbessern, verbessert, verbesserte, hat verbessert		verb	B1	улучшить
heiß	heiß		adj	A2	горячий
Vergangenheit	die Vergangenheit, -en		die	B1	прошлое
Gleichgewicht	das Gleichgewicht, -e		das	B1	баланс
Griechenland	Griechenland		das	B1	Греция
Maß	das Maß, -e		das	B1	размерность
abgeben, gibt ab, gab ab, hat abgegeben	abgeben, gibt ab, gab ab, hat abgegeben		verb	A1	дать
Bericht	der Bericht, -e		der	B1	отчет
Qualität	die Qualität, -en		die	A2	качество
Rand	der Rand, -̈er		der	B1	край
Italien	Italien		das	B1	Италия
Kern	der Kern, -e		der	B1	ядро
Winter	der Winter, -		der	B1	зима
Hintergrund	der Hintergrund, -̈e		der	B1	фон
Osten, Ost-	Osten, Ost-		der	B1	восток
Amerika	Amerika		das	B1	Америка
geboren	geboren		adj	A1	родился
gefährlich	gefährlich		adj	A2	опасный
zwingen, zwingt, zwang, hat gezwungen	zwingen, zwingt, zwang, hat gezwungen		verb	B1	сила
Bier	das Bier, -e		das	A1	пиво
ansprechen, spricht an, sprach an, hat angesprochen	ansprechen, spricht an, sprach an, hat angesprochen		verb	B1	адрес
komplett	komplett		adj	B1	полный
Forderung	die Forderung, -en		die	B1	спрос
gelangen, gelangt, gelangte, ist gelangt	gelangen, gelangt, gelangte, ist gelangt		verb	B1	прибыл
Nachricht	die Nachricht, -en		die	A2	сообщение
sammeln, sammelt, sammelte, hat gesammelt	sammeln, sammelt, sammelte, hat gesammelt		verb	A2	собирать
ablehnen, lehnt ab, lehnte ab, hat abgelehnt	ablehnen, lehnt ab, lehnte ab, hat abgelehnt		verb	B1	отвергнуть
stoßen, stößt, stieß, hat gestoßen	stoßen, stößt, stieß, hat gestoßen		verb	B1	удар
konstant	konstant		adj	B1	постоянный
Oktober	der Oktober, -		der	B1	октябрь
umgehen, umgeht, umging, hat umgangen	umgehen, umgeht, umging, hat umgangen		verb	B1	обойти
angehen, geht an, ging an, ist angegangen	angehen, geht an, ging an, ist angegangen		verb	B1	давай
verlaufen, verläuft, verlief, ist verlaufen	verlaufen, verläuft, verlief, ist verlaufen		verb	B1	пошел
demnach	demnach		adv	B1	соответственно
auftauchen, taucht auf, tauchte auf, ist aufgetaucht	auftauchen, taucht auf, tauchte auf, ist aufgetaucht		verb	B1	появиться
böse	böse		adj	A1	зло
auslösen, löst aus, löste aus, hat ausgelöst	auslösen, löst aus, löste aus, hat ausgelöst		verb	B1	триггер
weitergehen, geht weiter, ging weiter, ist weitergegangen	weitergehen, geht weiter, ging weiter, ist weitergegangen		verb	B1	продолжай
abhängen, hängt ab, hing ab, hat abgehangen	abhängen, hängt ab, hing ab, hat abgehangen		verb	B1	тусоваться
Geschwindigkeit	die Geschwindigkeit, -en		die	B1	скорость
ideal	ideal		adj	B1	идеальный
Augenblick	der Augenblick, -e		der	B1	момент
reduzieren, reduziert, reduzierte, hat reduziert	reduzieren, reduziert, reduzierte, hat reduziert		verb	B1	уменьшить
Maschine	die Maschine, -n		die	A1	машина
linear	linear		adj	B1	линейный
ausmachen, macht aus, machte aus, hat ausgemacht	ausmachen, macht aus, machte aus, hat ausgemacht		verb	A1	помирились
eintreten, tritt ein, trat ein, hat eingetreten	eintreten, tritt ein, trat ein, hat eingetreten		verb	B1	войти
kritisch	kritisch		adj	B1	критический
äh	äh		part	B1	эээ
Wochenende	das Wochenende, -n		das	B1	выходные
Donnerstag	der Donnerstag, -e		der	B1	четверг
Saison	die Saison, -s		die	B1	сезон
Forscher	der Forscher, -		der	B1	исследователь
gründen, gründet, gründete, hat gegründet	gründen, gründet, gründete, hat gegründet		verb	B1	нашел
offensichtlich	offensichtlich		adj	B1	очевидно
Teilchen	das Teilchen, -		das	B1	частицы
genügen, genügt, genügte, hat genügt	genügen, genügt, genügte, hat genügt		verb	B1	хватит
schieben, schiebt, schob, hat geschoben	schieben, schiebt, schob, hat geschoben		verb	B1	толкать
Computer	der Computer, -		der	A1	компьютеры
Effekt	der Effekt, -e		der	B1	эффект
abnehmen, nimmt ab, nahm ab, hat abgenommen	abnehmen, nimmt ab, nahm ab, hat abgenommen		verb	B1	уменьшилось
Verteilung	die Verteilung, -en		die	B1	распространение
blicken, blickt, blickte, hat geblickt	blicken, blickt, blickte, hat geblickt		verb	B1	смотри
beitragen, trägt bei, trug bei, hat beigetragen	beitragen, trägt bei, trug bei, hat beigetragen		verb	B1	внести свой вклад
Anwendung	die Anwendung, -en		die	B1	приложение
zeichnen, zeichnet, zeichnete, hat gezeichnet	zeichnen, zeichnet, zeichnete, hat gezeichnet		verb	A2	рисовать
frisch	frisch		adj	A2	свежий
meistens	meistens		adv	A2	в основном
erwähnen, erwähnt, erwähnte, hat erwähnt	erwähnen, erwähnt, erwähnte, hat erwähnt		verb	B1	упомянуть
Welle	die Welle, -n		die	B1	волна
Nase	die Nase, -n		die	B1	нос
vertreten, vertritt, vertrat, hat vertreten	vertreten, vertritt, vertrat, hat vertreten		verb	B1	представлял
dicht	dicht		adj	B1	закрыть
Soldat	der Soldat, -en		der	B1	солдат
bereit	bereit		adj	B1	готов
Technik	die Technik, -en		die	B1	технология
Blatt	das Blatt, -̈er		das	A2	лист
prägen, prägt, prägte, hat geprägt	prägen, prägt, prägte, hat geprägt		verb	B1	отпечаток
sozusagen	sozusagen		adv	B1	так сказать
November	der November, -		der	B1	ноябрь
Schweizer	Schweizer		adj	B1	швейцарский
gesund	gesund		adj	A2	здоровый
danken, dankt, dankte, hat gedankt	danken, dankt, dankte, hat gedankt		verb	A1	спасибо
Fußball	der Fußball, -̈e		der	A1	футбол
Umstand	der Umstand, -̈e		der	B1	обстоятельство
einladen, lädt ein, lud ein, hat eingeladen	einladen, lädt ein, lud ein, hat eingeladen		verb	A1	пригласить
Kilogramm, kg	Kilogramm, kg		das	B1	килограмм
warm	warm		adj	A2	теплый
Integration	die Integration, -en		die	B1	интеграция
Nachbar	der Nachbar, -n		der	A2	сосед
maximal	maximal		adj	B1	максимум
Figur	die Figur, -en		die	B1	фигура
Freude	die Freude, -n		die	B1	радость
offiziell	offiziell		adj	B1	чиновник
außen	außen		adj	B1	снаружи
Kreis	der Kreis, -e		der	B1	круг
nicken, nickt, nickte, hat genickt	nicken, nickt, nickte, hat genickt		verb	B1	кивать
digital	digital		adj	B1	цифровой
unbekannt	unbekannt		adj	B1	неизвестно
Gericht	das Gericht, -e		das	A2	суд
schätzen, schätzt, schätzte, hat geschätzt	schätzen, schätzt, schätzte, hat geschätzt		verb	B1	ценить
organisieren, organisiert, organisierte, hat organisiert	organisieren, organisiert, organisierte, hat organisiert		verb	A2	организовать
Aspekt	der Aspekt, -e		der	B1	аспект
verzichten, verzichtet, verzichtete, hat verzichtet	verzichten, verzichtet, verzichtete, hat verzichtet		verb	B1	отречься
bemerken, bemerkt, bemerkte, hat bemerkt	bemerken, bemerkt, bemerkte, hat bemerkt		verb	B1	заметил
Kaffee	der Kaffee, -s		der	A1	кофе
Leid	das Leid		das, adv	B1	страдание
still	still		adj	B1	тихий
leiten, leitet, leitete, hat geleitet	leiten, leitet, leitete, hat geleitet		verb	B1	прямой
Vertreter	der Vertreter, -		der	B1	представитель
Statistik	die Statistik, -en		die	B1	статистика
Heimat	die Heimat, -en		die	A1	родина
Milliliter, ml	Milliliter, ml		der	B1	миллилитры
zurückkehren, kehrt zurück, kehrte zurück, ist zurückgekehrt	zurückkehren, kehrt zurück, kehrte zurück, ist zurückgekehrt		verb	B1	вернуться
Gegenstand	der Gegenstand, -̈e		der	B1	предмет
euer	euer		pron	A1	твой
umsetzen, setzt um, setzte um, hat umgesetzt	umsetzen, setzt um, setzte um, hat umgesetzt		verb	B1	внедрить
betreiben, betreibt, betrieb, hat betrieben	betreiben, betreibt, betrieb, hat betrieben		verb	B1	действовать
Zusammenarbeit	die Zusammenarbeit		die	B1	сотрудничество
enden, endet, endete, hat geendet	enden, endet, endete, hat geendet		verb	A1	конец
vielmehr	vielmehr		adv	B1	скорее
konzentrieren, konzentriert, konzentrierte, hat konzentriert	konzentrieren, konzentriert, konzentrierte, hat konzentriert		verb	B1	сконцентрироваться
landen, landet, landete, ist gelandet	landen, landet, landete, ist gelandet		verb	B1	земля
See	der See, -n		der, die	A1	озеро
Tourist	der Tourist, -en		der	A2	туристический
Konzentration	die Konzentration, -en		die	B1	концентрация
verbieten, verbietet, verbot, hat verboten	verbieten, verbietet, verbot, hat verboten		verb	A2	запретить
krank	krank		adj	A1	больной
Fähigkeit	die Fähigkeit, -en		die	B1	способность
finanziell	finanziell		adj	B1	финансовый
Jugendliche	die Jugendliche		der, die	A1	подростки
Netz	das Netz, -e		das	B1	чистая
Änderung	die Änderung, -en		die	B1	изменить
abschließen, schließt ab, schloss ab, hat abgeschlossen	abschließen, schließt ab, schloss ab, hat abgeschlossen		verb	A2	завершено
Erkenntnis	die Erkenntnis, -se		die	B1	знания
selbstverständlich	selbstverständlich		adj	B1	конечно
erzeugen, erzeugt, erzeugte, hat erzeugt	erzeugen, erzeugt, erzeugte, hat erzeugt		verb	B1	генерировать
Ursache	die Ursache, -n		die	B1	причина
ursprünglich	ursprünglich		adj	B1	изначально
Basis	die Basis, -en		die	B1	база
erzielen, erzielt, erzielte, hat erzielt	erzielen, erzielt, erzielte, hat erzielt		verb	B1	достичь
Forschung	die Forschung, -en		die	B1	исследования
schießen, schießt, schoss, hat geschossen	schießen, schießt, schoss, hat geschossen		verb	B1	стрелять
warnen, warnt, warnte, hat gewarnt	warnen, warnt, warnte, hat gewarnt		verb	B1	предупреждать
Zentimeter, cm	Zentimeter, cm		der	B1	сантиметры
eröffnen, eröffnet, eröffnete, hat eröffnet	eröffnen, eröffnet, eröffnete, hat eröffnet		verb	B1	открыл
Ahnung	die Ahnung, -en		die	A2	догадка
ankündigen, kündigt an, kündigte an, hat angekündigt	ankündigen, kündigt an, kündigte an, hat angekündigt		verb	B1	объявить
Enzym	das Enzym, -e		das	B1	фермент
individuell	individuell		adj	B1	индивидуально
intensiv	intensiv		adj	B1	интенсивный
Bundesregierung	die Bundesregierung, -en		die	B1	федеральное правительство
begreifen, begreift, begriff, hat begriffen	begreifen, begreift, begriff, hat begriffen		verb	B1	понять
Szene	die Szene, -n		die	B1	сцена
DDR	DDR (Deutsche Demokratische Republik)		die	B1	ГДР
rasch	rasch		adj	B1	быстро
real	real		adj	B1	настоящий
Abgeordnete	die Abgeordnete		der, die	B1	депутаты
verstärken, verstärkt, verstärkte, hat verstärkt	verstärken, verstärkt, verstärkte, hat verstärkt		verb	B1	укрепить
ausschließen, schließt aus, schloss aus, hat ausgeschlossen	ausschließen, schließt aus, schloss aus, hat ausgeschlossen		verb	B1	исключить
sinnvoll	sinnvoll		adj	B1	имеет смысл
Bezug	der Bezug, -̈e		der	B1	ссылка
Dienstag	der Dienstag, -e		der	B1	вторник
Stand	der Stand, -̈e		der	B1	стенд
retten, rettet, rettete, hat gerettet	retten, rettet, rettete, hat gerettet		verb	B1	сохранить
zwanzig	zwanzig		num	A1	двадцать
Club	der Club, -s		der	A2	клуб
Gewalt	die Gewalt, -en		die	B1	насилие
gucken, guckt, guckte, hat geguckt	gucken, guckt, guckte, hat geguckt (kucken)		verb	B1	посмотрел
Anschlag	der Anschlag, -̈e		der	B1	стоп
beeinflussen, beeinflusst, beeinflusste, hat beeinflusst	beeinflussen, beeinflusst, beeinflusste, hat beeinflusst		verb	B1	влияние
riechen, riecht, roch, hat gerochen	riechen, riecht, roch, hat gerochen		verb	A1	запах
außerhalb	außerhalb		prep	A2	снаружи
begleiten, begleitet, begleitete, hat begleitet	begleiten, begleitet, begleitete, hat begleitet		verb	B1	сопровождать
Publikum, Publika	das Publikum, die Publika		das	B1	аудитория
Besucher	der Besucher, -		der	B1	посетители
Wachstum	das Wachstum		das	B1	рост
aufgeben, gibt auf, gab auf, hat aufgegeben	aufgeben, gibt auf, gab auf, hat aufgegeben		verb	B1	сдаваться
stolz	stolz		adj	B1	гордый
Verlust	der Verlust, -e		der	B1	потеря
begründen, begründet, begründete, hat begründet	begründen, begründet, begründete, hat begründet		verb	A2	оправдать
streng	streng		adj	A2	строгий
Ecke	die Ecke, -n		die	A1	угол
Lauf	der Lauf, -̈e		der	B1	Беги
Artikel	der Artikel, -		der	A2	статья
berühmt	berühmt		adj	A2	знаменитый
ersetzen, ersetzt, ersetzte, hat ersetzt	ersetzen, ersetzt, ersetzte, hat ersetzt		verb	B1	заменить
Wahrscheinlichkeit	die Wahrscheinlichkeit, -en		die	B1	вероятность
Ausland	das Ausland		das	A1	за границей
bayrisch	bayrisch		adj	B1	баварский
diesmal	diesmal		adv	B1	на этот раз
Gehirn	das Gehirn, -e		das	B1	мозг
Gebäude	das Gebäude, -		das	B1	здание
langfristig	langfristig		adj	B1	долгосрочный
herzlich	herzlich		adj	A1	тепло
sichern, sichert, sicherte, hat gesichert	sichern, sichert, sicherte, hat gesichert		verb	B1	безопасный
Material	das Material, -ien		das	B1	материал
verbringen, verbringt, verbrachte, hat verbracht	verbringen, verbringt, verbrachte, hat verbracht		verb	B1	тратить
Strom	der Strom, -̈e		der	B1	электричество
Amt	das Amt, -Äer		das	B1	офис
kritisieren, kritisiert, kritisierte, hat kritisiert	kritisieren, kritisiert, kritisierte, hat kritisiert		verb	B1	критиковать
vermitteln, vermittelt, vermittelte, hat vermittelt	vermitteln, vermittelt, vermittelte, hat vermittelt		verb	B1	передать
Wirklichkeit	die Wirklichkeit, -en		die	B1	реальность
Union	die Union, -en		die	B1	союз
Studium	das Studium, -en		das	A1	исследование
festhalten, hält fest, hielt fest, hat festgehalten	festhalten, hält fest, hielt fest, hat festgehalten		verb	B1	подожди
präsentieren, präsentiert, präsentierte, hat präsentiert	präsentieren, präsentiert, präsentierte, hat präsentiert		verb	B1	представил
Demokratie	die Demokratie, -n		die	B1	демократия
niemals	niemals		adv	B1	никогда
Aufnahme	die Aufnahme, -n		die	B1	запись
Ausnahme	die Ausnahme, -n		die	B1	исключение
beenden, beendet, beendete, hat beendet	beenden, beendet, beendete, hat beendet		verb	A2	закончить
Investition	die Investition, -en		die	B1	инвестиции
Lust	die Lust, -̈e		die	A2	похоть
prüfen, prüft, prüfte, hat geprüft	prüfen, prüft, prüfte, hat geprüft		verb	A2	проверяю
anlegen, legt an, legte an, hat angelegt	anlegen, legt an, legte an, hat angelegt		verb	B1	надел
Zuschauer	der Zuschauer, -		der	B1	зрители
hell	hell		adj	A1	яркий
mitten	mitten		adv	B1	средний
zufolge	zufolge		prep	B1	согласно
Konflikt	der Konflikt, -e		der	B1	конфликт
Bahn	die Bahn, -en		die	A1	поезд
Syrien	Syrien		das	B1	Сирия
Einkommen	das Einkommen, -		das	B1	доход
empfehlen, empfiehlt, empfahl, hat empfohlen	empfehlen, empfiehlt, empfahl, hat empfohlen		verb	A1	рекомендую
britisch	britisch		adj	B1	британский
fürchten, fürchtet, fürchtete, hat gefürchtet	fürchten, fürchtet, fürchtete, hat gefürchtet		verb	B1	страх
vorbereiten, bereitet vor, bereitete vor, hat vorbereitet	vorbereiten, bereitet vor, bereitete vor, hat vorbereitet		verb	A2	готовит
Aktivität	die Aktivität, -en		die	B1	деятельность
Auftrag	der Auftrag, -̈e		der	B1	заказать
froh	froh		adj	A2	рад
äußern, äußert, äußerte, hat geäußert	äußern, äußert, äußerte, hat geäußert		verb	B1	выражать
Geist	der Geist, -er		der	B1	дух
Objekt	das Objekt, -e		das	B1	объект
möglicherweise	möglicherweise		adv	B1	возможно
zuständig	zuständig		adj	B1	ответственный
aufweisen, weist auf, wies auf, hat aufgewiesen	aufweisen, weist auf, wies auf, hat aufgewiesen		verb	B1	имел
springen, springt, sprang, ist gesprungen	springen, springt, sprang, ist gesprungen		verb	B1	прыжок
Hof	der Hof, -̈e		der	B1	двор
Polizist	der Polizist, -en		der	B1	полицейский
Übung	die Übung, -en		die	B1	упражнение
Widerstand	der Widerstand, -̈e		der	B1	сопротивление
anziehen, zieht an, zog an, hat angezogen	anziehen, zieht an, zog an, hat angezogen		verb	B1	надел
Experte	der Experte, -n		der	B1	эксперт
ohnehin	ohnehin		adv	B1	в любом случае
füllen, füllt, füllte, hat gefüllt	füllen, füllt, füllte, hat gefüllt		verb	B1	наполнить
Gemeinde	die Gemeinde, -n		die	B1	сообщество
Pause	die Pause, -n		die	A1	перерыв
scharf	scharf		adj	A2	острый
schütteln, schüttelt, schüttelte, hat geschüttelt	schütteln, schüttelt, schüttelte, hat geschüttelt		verb	B1	трясти
Fernsehen	das Fernsehen		das	A1	телевидение
Formel	die Formel, -n		die	B1	формула
gelb	gelb		adj	B1	желтый
Sommersemester	das Sommersemester, -		das	B1	летний семестр
heftig	heftig		adj	B1	жестокий
Bühne	die Bühne, -n		die	B1	сцена
empfinden, empfindet, empfand, hat empfunden	empfinden, empfindet, empfand, hat empfunden		verb	B1	чувствовать
Schaden	der Schaden, -̈		der	B1	урон
umgekehrt	umgekehrt		adj	B1	наоборот
veröffentlichen, veröffentlicht, veröffentlichte, hat veröffentlicht	veröffentlichen, veröffentlicht, veröffentlichte, hat veröffentlicht		verb	B1	опубликовать
aufstellen, stellt auf, stellte auf, hat aufgestellt	aufstellen, stellt auf, stellte auf, hat aufgestellt		verb	B1	выставил
abhängig	abhängig		adj	B1	зависимый
Strecke	die Strecke, -n		die	B1	маршрут
Praxis	die Praxis, -en		die	A1	практика
ungefähr	ungefähr		adj	B1	примерно
mitnehmen, nimmt mit, nahm mit, hat mitgenommen	mitnehmen, nimmt mit, nahm mit, hat mitgenommen		verb	A1	взял с собой
üblich	üblich		adj	B1	обычный
übertragen	übertragen		verb	B1	переведен
Wissenschaft	die Wissenschaft, -en		die	B1	наука
global	global		adj	B1	глобальный
Nachmittag	der Nachmittag, -e		der	B1	полдень
Annahme	die Annahme, -n		die	B1	принятие
Umgebung	die Umgebung, -en		die	B1	окружающая среда
Öffentlichkeit	die Öffentlichkeit, -en		die	B1	общественный
Spiegel	der Spiegel, -		der	B1	зеркало
zurückkommen, kommt zurück, kam zurück, ist zurückgekommen	zurückkommen, kommt zurück, kam zurück, ist zurückgekommen		verb	B1	вернись
besetzen, besetzt, besetzte, hat besetzt	besetzen, besetzt, besetzte, hat besetzt		verb	B1	занимать
Gegenteil	das Gegenteil, -e		das	A2	напротив
vorbei	vorbei		adv	A2	закончилось
Fan	der Fan, -s		der	A2	вентилятор
Karte	die Karte, -n		die	A1	карта
arm	arm		adj	A1	бедный
Krise	die Krise, -n		die	B1	кризис
Strategie	die Strategie, -n		die	B1	стратегия
Debatte	die Debatte, -n		die	B1	дебаты
davor	davor		pron	B1	до этого
Journalist	der Journalist, -en		der	B1	журналист
kochen, kocht, kochte, hat gekocht	kochen, kocht, kochte, hat gekocht		verb	A1	готовить
zurückgehen, geht zurück, ging zurück, ist zurückgegangen	zurückgehen, geht zurück, ging zurück, ist zurückgegangen		verb	B1	вернуться
Schmerz	der Schmerz, -en		der	A2	боль
erheblich	erheblich		adj	B1	значительно
ausschließlich	ausschließlich		adj	B1	исключительно
griechisch	griechisch		adj, das	B1	греческий
naja	naja		part	B1	ну
Runde	die Runde, -n		die	B1	круглый
Angriff	der Angriff, -e		der	B1	атака
einführen, führt ein, führte ein, hat eingeführt	einführen, führt ein, führte ein, hat eingeführt		verb	B1	представить
desto	desto		adv	B1	тем больше
Wettbewerb	der Wettbewerb, -e		der	A2	конкуренция
verfügen, verfügt, verfügte, hat verfügt	verfügen, verfügt, verfügte, hat verfügt		verb	B1	распоряжаться
woher	woher		pron	A1	откуда
Zweifel	der Zweifel, -		der	B1	сомнения
Konzern	der Konzern, -e		der	B1	группа
tanzen, tanzt, tanzte, hat getanzt	tanzen, tanzt, tanzte, hat getanzt		verb	A1	танцевать
überleben, überlebt, überlebte, hat überlebt	überleben, überlebt, überlebte, hat überlebt		verb	B1	выжить
spezifisch	spezifisch		adj	B1	конкретный
stabil	stabil		adj	B1	стабильный
Kamera	die Kamera, -s		die	A2	камера
Schatten	der Schatten, -		der	B1	тень
berücksichtigen, berücksichtigt, berücksichtigte, hat berücksichtigt	berücksichtigen, berücksichtigt, berücksichtigte, hat berücksichtigt		verb	B1	принять во внимание
Pferd	das Pferd, -e		das	A2	лошадь
begegnen, begegnet, begegnete, ist begegnet	begegnen, begegnet, begegnete, ist begegnet		verb	B1	столкнулся
Zugang	der Zugang, -̈e		der	B1	доступ
elf	elf		num	A1	одиннадцать
Suche	die Suche, -n		die	B1	поиск
doppelt	doppelt		adj	B1	двойной
festlegen, legt fest, legte fest, hat festgelegt	festlegen, legt fest, legte fest, hat festgelegt		verb	B1	установил
österreichisch	österreichisch		adj	B1	австрийский
sodass	sodass		conj	B1	так что
Tatsache	die Tatsache, -n		die	B1	факт
Alkohol	der Alkohol, -e		der	B1	алкоголь
