Word	Annotation	Sense	Part of Speech	Level	Russian
Schaden	der Schaden, -̈		der	B1	Урон
umgekehrt	umgekehrt		adj	B1	наоборот
veröffentlichen, veröffentlicht, veröffentlichte, hat veröffentlicht	veröffentlichen, veröffentlicht, veröffentlichte, hat veröffentlicht		verb	B1	опубликовать
aufstellen, stellt auf, stellte auf, hat aufgestellt	aufstellen, stellt auf, stellte auf, hat aufgestellt		verb	B1	выставил
abhängig	abhängig		adj	B1	зависимый
Strecke	die Strecke, -n		die	B1	маршрут
Praxis	die Praxis, -en		die	A1	Практика
ungefähr	ungefähr		adj	B1	примерно
mitnehmen, nimmt mit, nahm mit, hat mitgenommen	mitnehmen, nimmt mit, nahm mit, hat mitgenommen		verb	A1	взял с собой
üblich	üblich		adj	B1	обычный
übertragen	übertragen		verb	B1	переведен
Wissenschaft	die Wissenschaft, -en		die	B1	Наука
global	global		adj	B1	глобальный
Nachmittag	der Nachmittag, -e		der	B1	полдень
Annahme	die Annahme, -n		die	B1	Принятие
Umgebung	die Umgebung, -en		die	B1	Окружающая среда
Öffentlichkeit	die Öffentlichkeit, -en		die	B1	общественный
Spiegel	der Spiegel, -		der	B1	Зеркало
zurückkommen, kommt zurück, kam zurück, ist zurückgekommen	zurückkommen, kommt zurück, kam zurück, ist zurückgekommen		verb	B1	вернись
besetzen, besetzt, besetzte, hat besetzt	besetzen, besetzt, besetzte, hat besetzt		verb	B1	занимать
Gegenteil	das Gegenteil, -e		das	A2	Напротив
vorbei	vorbei		adv	A2	закончилось
Fan	der Fan, -s		der	A2	Вентилятор
Karte	die Karte, -n		die	A1	Карта
arm	arm		adj	A1	бедный
Krise	die Krise, -n		die	B1	Кризис
Strategie	die Strategie, -n		die	B1	Стратегия
Debatte	die Debatte, -n		die	B1	Дебаты
davor	davor		pron	B1	до этого
Journalist	der Journalist, -en		der	B1	Журналист
kochen, kocht, kochte, hat gekocht	kochen, kocht, kochte, hat gekocht		verb	A1	готовить
zurückgehen, geht zurück, ging zurück, ist zurückgegangen	zurückgehen, geht zurück, ging zurück, ist zurückgegangen		verb	B1	вернуться
Schmerz	der Schmerz, -en		der	A2	боль
erheblich	erheblich		adj	B1	значительно
ausschließlich	ausschließlich		adj	B1	исключительно
griechisch	griechisch		adj, das	B1	Греческий
naja	naja		part	B1	ну
Runde	die Runde, -n		die	B1	круглый
Angriff	der Angriff, -e		der	B1	Атака
einführen, führt ein, führte ein, hat eingeführt	einführen, führt ein, führte ein, hat eingeführt		verb	B1	представить
desto	desto		adv	B1	тем больше
Wettbewerb	der Wettbewerb, -e		der	A2	конкуренция
verfügen, verfügt, verfügte, hat verfügt	verfügen, verfügt, verfügte, hat verfügt		verb	B1	распоряжаться
woher	woher		pron	A1	откуда
Zweifel	der Zweifel, -		der	B1	Сомнения
Konzern	der Konzern, -e		der	B1	Группа
tanzen, tanzt, tanzte, hat getanzt	tanzen, tanzt, tanzte, hat getanzt		verb	A1	танцевать
überleben, überlebt, überlebte, hat überlebt	überleben, überlebt, überlebte, hat überlebt		verb	B1	выжить
spezifisch	spezifisch		adj	B1	конкретный
stabil	stabil		adj	B1	стабильный
Kamera	die Kamera, -s		die	A2	Камера
Schatten	der Schatten, -		der	B1	Тень
berücksichtigen, berücksichtigt, berücksichtigte, hat berücksichtigt	berücksichtigen, berücksichtigt, berücksichtigte, hat berücksichtigt		verb	B1	принять во внимание
Pferd	das Pferd, -e		das	A2	лошадь
begegnen, begegnet, begegnete, ist begegnet	begegnen, begegnet, begegnete, ist begegnet		verb	B1	столкнулся
Zugang	der Zugang, -̈e		der	B1	Доступ
elf	elf		num	A1	одиннадцать
Suche	die Suche, -n		die	B1	Поиск
doppelt	doppelt		adj	B1	двойной
festlegen, legt fest, legte fest, hat festgelegt	festlegen, legt fest, legte fest, hat festgelegt		verb	B1	установил
österreichisch	österreichisch		adj	B1	австрийский
sodass	sodass		conj	B1	так что
Tatsache	die Tatsache, -n		die	B1	факт
Alkohol	der Alkohol, -e		der	B1	Алкоголь
informieren, informiert, informierte, hat informiert	informieren, informiert, informierte, hat informiert		verb	A2	информировать
Norden, Nord-	Norden, Nord-		der	B1	север
vermuten, vermutet, vermutete, hat vermutet	vermuten, vermutet, vermutete, hat vermutet		verb	B1	подозреваю
zufrieden	zufrieden		adj	A1	удовлетворен
reißen, reißt, riss, hat gerissen	reißen, reißt, riss, hat gerissen		verb	B1	слеза
dahin	dahin		adv	B1	там
solange	solange		conj	B1	до тех пор
Wissenschaftler	der Wissenschaftler, -		der	B1	Ученый
Kommunikation	die Kommunikation, -en		die	B1	Общение
Steuer	das Steuer, -		die, das	B1	налог
angeblich	angeblich		adj	B1	предположительно
günstig	günstig		adj	A1	дешево
Dezember	der Dezember, -		der	B1	декабрь
Flughafen	der Flughafen, -̈		der	A1	Аэропорт
Krankenhaus	das Krankenhaus, -̈er		das	A2	Больница
wenden, wendet, wandte, hat gewandt	wenden, wendet, wandte, hat gewandt		verb	B1	поворот
türkisch	türkisch		adj, das	B1	турецкий
Gegner	der Gegner, -		der	B1	Противник
Leser	der Leser, -		der	B1	Читатель
VWL	VWL (Volkswirtschaftslehre)		die	B1	Экономика
Handel	der Handel, -̈		der	B1	Торговля
Kenntnis	die Kenntnis, -se		die	B1	Знания
sichtbar	sichtbar		adj	B1	видимый
zulassen, lässt zu, ließ zu, hat zugelassen	zulassen, lässt zu, ließ zu, hat zugelassen		verb	B1	разрешить
Mark	die Mark, -		die	B1	Марк
vorsehen, sieht vor, sah vor, hat vorgesehen	vorsehen, sieht vor, sah vor, hat vorgesehen		verb	B1	предвидеть
Schwierigkeit	die Schwierigkeit, -en		die	B1	Сложность
wahrnehmen, nimmt wahr, nahm wahr, hat wahrgenommen	wahrnehmen, nimmt wahr, nahm wahr, hat wahrgenommen		verb	B1	воспринимать
hinweisen, weist hin, wies hin, hat hingewiesen	hinweisen, weist hin, wies hin, hat hingewiesen		verb	B1	указать
Juli	der Juli, -s		der	B1	июль
Signal	das Signal, -e		das	B1	сигнал
kontrollieren, kontrolliert, kontrollierte, hat kontrolliert	kontrollieren, kontrolliert, kontrollierte, hat kontrolliert		verb	A2	контролировать
sowieso	sowieso		adv	B1	в любом случае
Bauer	der Bauer, -n		der	B1	фермер
Kurs	der Kurs, -e		der	A1	Курс
einst	einst		adv	B1	однажды
Service	der Service, -s		der	A2	Сервис
sprachlich	sprachlich		adj	B1	лингвистически
bisherig	bisherig		adj	B1	до сих пор
Fahrer	der Fahrer, -		der	A1	Водитель
traditionell	traditionell		adj	B1	традиционный
weinen, weint, weinte, hat geweint	weinen, weint, weinte, hat geweint		verb	A2	плакать
genießen, genießt, genoss, hat genossen	genießen, genießt, genoss, hat genossen		verb	B1	наслаждайся
Dienst	der Dienst, -e		der	B1	услуга
Lager	das Lager, -		das	B1	Склад
grau	grau		adj	B1	серый
anhand	anhand		prep	B1	на основе
Bus	der Bus, -se		der	A1	автобус
Franken, Fr.	Franken, Fr.		der	B1	Франкония
Kategorie	die Kategorie, -n		die	B1	Категория
nett	nett		adj	A2	приятно
freundlich	freundlich		adj	A2	дружелюбный
perfekt	perfekt		adj	B1	идеальный
reich	reich		adj	A2	богатый
Fahrt	die Fahrt, -en		die	B1	ездить
Urlaub	der Urlaub, -e		der	A1	отпуск
ausländisch	ausländisch		adj	A1	иностранный
Instrument	das Instrument, -e		das	A2	инструмент
fern	fern		adj	B1	далекий
Gegend	die Gegend, -en		die	B1	площадь
verstecken, versteckt, versteckte, hat versteckt	verstecken, versteckt, versteckte, hat versteckt		verb	B1	спрятать
Feuer	das Feuer, -		das	A1	Огонь
bemühen, bemüht, bemühte, hat bemüht	bemühen (sich), bemüht, bemühte, hat bemüht		verb	B1	стремиться
Verständnis	das Verständnis, -se		das	B1	понимание
AfD	AfD (Alternative für Deutschland)		die	B1	АдГ
Bakterie	die Bakterie, -n		die	B1	Бактерии
tauchen, taucht, tauchte, ist getaucht	tauchen, taucht, tauchte, ist getaucht		verb	B1	ныряние
Konsequenz	die Konsequenz, -en		die	B1	Последствие
Schuld	die Schuld, -en		die, adj	B1	вина
Mehrheit	die Mehrheit, -en		die	B1	Большинство
anhaben, hat an, hatte an, hat angehabt	anhaben, hat an, hatte an, hat angehabt		verb	B1	имел
Bestimmung	die Bestimmung, -en		die	B1	Решительность
vermeiden, vermeidet, vermied, hat vermieden	vermeiden, vermeidet, vermied, hat vermieden		verb	B1	избегать
ehrlich	ehrlich		adj	B1	честно
beachten, beachtet, beachtete, hat beachtet	beachten, beachtet, beachtete, hat beachtet		verb	B1	обратите внимание
statistisch	statistisch		adj	B1	статистический
Hals	der Hals, -̈e		der	A2	шея
durchsetzen, setzt durch, setzte durch, hat durchgesetzt	durchsetzen, setzt durch, setzte durch, hat durchgesetzt		verb	B1	обеспечить соблюдение
italienisch	italienisch		adj, das	B1	итальянский
Scheiße	die Scheiße		die	B1	Дерьмо
Telefon	das Telefon, -e		das	A1	Телефон
Herbst	der Herbst, -e		der	B1	Осень
Ausstellung	die Ausstellung, -en		die	A2	Выставка
Bau	der Bau, -ten		der	B1	Строительство
Keller	der Keller, -		der	A2	Подвал
Bürgermeister	der Bürgermeister, -		der	B1	Мэр
entlang	entlang		prep	B1	вдоль
Flasche	die Flasche, -n		die	A1	бутылка
wunderbar	wunderbar		adj	A1	замечательный
Zweck	der Zweck, -e		der	B1	Цель
ehren, ehrt, ehrte, hat geehrt	ehren, ehrt, ehrte, hat geehrt		verb	B1	честь
Verwendung	die Verwendung, -en		die	B1	Использование
letztlich	letztlich		adv	B1	в конечном итоге
Fläche	die Fläche, -n		die	B1	площадь
streichen, streicht, strich, hat gestrichen	streichen, streicht, strich, hat gestrichen		verb	B1	рисовать
zitieren, zitiert, zitierte, hat zitiert	zitieren, zitiert, zitierte, hat zitiert		verb	B1	цитировать
senken, senkt, senkte, hat gesenkt	senken, senkt, senkte, hat gesenkt		verb	B1	ниже
behalten, behält, behielt, hat behalten	behalten, behält, behielt, hat behalten		verb	B1	держать
gestalten, gestaltet, gestaltete, hat gestaltet	gestalten, gestaltet, gestaltete, hat gestaltet		verb	B1	спроектировал
beweisen, beweist, bewies, hat bewiesen	beweisen, beweist, bewies, hat bewiesen		verb	B1	доказать
Umgang	der Umgang, -̈e		der	B1	обработка
überprüfen, überprüft, überprüfte, hat überprüft	überprüfen, überprüft, überprüfte, hat überprüft		verb	B1	проверил
Lehrstuhl	der Lehrstuhl, -̈e		der	B1	Стул
schenken, schenkt, schenkte, hat geschenkt	schenken, schenkt, schenkte, hat geschenkt		verb	A2	дать
Vorschlag	der Vorschlag, -̈e		der	A2	Предложение
anhalten, hält an, hielt an, hat angehalten	anhalten, hält an, hielt an, hat angehalten		verb	B1	стоп
entfernt	entfernt		adj	B1	удалено
Leiter	der Leiter, -		der, die	B1	Глава
Parlament	das Parlament, -e		das	B1	Парламент
stürzen, stürzt, stürzte, ist gestürzt	stürzen, stürzt, stürzte, ist gestürzt		verb	B1	падать
Waffe	die Waffe, -n		die	B1	оружие
Kriterium	das Kriterium, -en		das	B1	критерий
Beifall	der Beifall		der	B1	Аплодисменты
zerstören, zerstört, zerstörte, hat zerstört	zerstören, zerstört, zerstörte, hat zerstört		verb	B1	разрушить
zuhören, hört zu, hörte zu, hat zugehört	zuhören, hört zu, hörte zu, hat zugehört		verb	A2	слушай
ausfallen, fällt aus, fiel aus, ist ausgefallen	ausfallen, fällt aus, fiel aus, ist ausgefallen		verb	B1	неудача
Weile	die Weile		die	B1	какое-то время
drängen, drängt, drängte, hat gedrängt	drängen, drängt, drängte, hat gedrängt		verb	B1	толкать
einerseits	einerseits		adv	B1	с одной стороны
Spannung	die Spannung, -en		die	B1	напряжение
Fortschritt	der Fortschritt, -e		der	B1	Прогресс
Mathematik	die Mathematik		die	B1	Математика
Bad	das Bad, -̈er		das	A1	ванная комната
erläutern, erläutert, erläuterte, hat erläutert	erläutern, erläutert, erläuterte, hat erläutert		verb	B1	объяснить
packen, packt, packte, hat gepackt	packen, packt, packte, hat gepackt		verb	A2	упаковка
Großbritannien	Großbritannien		das	B1	Великобритания
vorsichtig	vorsichtig		adj	A2	тщательно
anwenden, wendet an, wandte an, hat angewandt	anwenden, wendet an, wandte an, hat angewandt		verb	B1	применить
wild	wild		adj	B1	дикий
gesetzlich	gesetzlich		adj	B1	юридический
Spitze	die Spitze, -n		die	B1	Кружево
Gerät	das Gerät, -e		das	A2	устройство
Wille	der Wille, -n		der	B1	будет
sicherlich	sicherlich		adv	B1	конечно
weisen, weist, wies, hat gewiesen	weisen, weist, wies, hat gewiesen		verb	B1	показать
Tradition	die Tradition, -en		die	B1	традиция
brennen, brennt, brannte, hat gebrannt	brennen, brennt, brannte, hat gebrannt		verb	B1	сжечь
freiwillig	freiwillig		adj	A2	добровольный
umso	umso		conj	B1	тем более
Antrag	der Antrag, -̈e		der	B1	Приложение
Reich	das Reich, -e		das	A2	Богатый
investieren, investiert, investierte, hat investiert	investieren, investiert, investierte, hat investiert		verb	B1	вложил
bestellen, bestellt, bestellte, hat bestellt	bestellen, bestellt, bestellte, hat bestellt		verb	A1	заказал
Gelegenheit	die Gelegenheit, -en		die	B1	возможность
Mauer	die Mauer, -n		die	B1	стена
stattdessen	stattdessen		adv	B1	вместо этого
Stuhl	der Stuhl, -̈e		der	A2	стул
Ton	der Ton, -e		der	B1	Тон
Büro	das Büro, -s		das	A2	офис
Umwelt	die Umwelt, -en		die	B1	Окружающая среда
rauchen, raucht, rauchte, hat geraucht	rauchen, raucht, rauchte, hat geraucht		verb	A1	курю
Beschreibung	die Beschreibung, -en		die	B1	Описание
Pflanze	die Pflanze, -n		die	A2	растение
Tätigkeit	die Tätigkeit, -en		die	B1	деятельность
Landschaft	die Landschaft, -en		die	A2	пейзаж
verweisen, verweist, verwies, hat verwiesen	verweisen, verweist, verwies, hat verwiesen		verb	B1	ссылаться
Arbeitsplatz	der Arbeitsplatz, -̈e		der	A1	рабочее место
erfassen, erfasst, erfasste, hat erfasst	erfassen, erfasst, erfasste, hat erfasst		verb	B1	захватить
Komponente	die Komponente, -n		die	B1	компонент
Ion	das Ion, -en		das	B1	ион
Laden	der Laden, -̈		der	A1	Загрузка
fein	fein		adj	B1	хорошо
Stern	der Stern, -e		der	B1	звезда
Schuh	der Schuh, -e		der	A1	Чистка
Knie	das Knie, -		das	B1	Колени
null	null		num	A1	ноль
Schicht	die Schicht, -en		die	B1	слой
unglaublich	unglaublich		adj	B1	невероятный
zurück	zurück		adv	A1	назад
Realität	die Realität, -en		die	B1	Реальность
sobald	sobald		conj	B1	как только
belegen, belegt, belegte, hat belegt	belegen, belegt, belegte, hat belegt		verb	B1	доказать
Fluss	der Fluss, -̈e		der	A2	река
Alternative	die Alternative, -n		die	B1	Альтернатива
verpflichten, verpflichtet, verpflichtete, hat verpflichtet	verpflichten, verpflichtet, verpflichtete, hat verpflichtet		verb	B1	обязан
begrüßen, begrüßt, begrüßte, hat begrüßt	begrüßen, begrüßt, begrüßte, hat begrüßt		verb	B1	добро пожаловать
Führung	die Führung, -en		die	A1	Лидерство
untere	untere (r, s)		adj	B1	ниже
Handy	das Handy, -s		das	A1	сотовый телефон
Hauptstadt	die Hauptstadt, -̈e		die	A2	Столица
Experiment	das Experiment, -e		das	B1	Эксперимент
Frieden	der Frieden, -		der	B1	Мир
Verlauf	der Verlauf, -̈e		der	B1	История
Potenzial	das Potenzial, -e		das	B1	Потенциал
Verlag	der Verlag, -e		der	B1	Издатель
Ministerpräsident	der Ministerpräsident, -en		der	B1	Премьер-министр
Vogel	der Vogel, -̈		der	A2	птица
beschränken, beschränkt, beschränkte, hat beschränkt	beschränken, beschränkt, beschränkte, hat beschränkt		verb	B1	ограничить
Branche	die Branche, -n		die	B1	Промышленность
Schauspieler	der Schauspieler, -		der	B1	актер
vorschlagen, schlägt vor, schlug vor, hat vorgeschlagen	vorschlagen, schlägt vor, schlug vor, hat vorgeschlagen		verb	B1	предложить
beinahe	beinahe		adv	B1	почти
jährlich	jährlich		adj	B1	ежегодно
Botschaft	die Botschaft, -en		die	B1	Посольство
Alltag	der Alltag, -e		der	B1	Повседневная жизнь
Umsatz	der Umsatz, -̈e		der	B1	Продажи
Verband	der Verband, -̈e		der	B1	Ассоциация
betreten	betreten		verb	B1	войти
Regelung	die Regelung, -en		die	B1	Регулирование
teilnehmen, nimmt teil, nahm teil, hat teilgenommen	teilnehmen, nimmt teil, nahm teil, hat teilgenommen		verb	A2	участвовать
überwiegen, überwiegt, überwog, hat überwogen	überwiegen, überwiegt, überwog, hat überwogen		verb	B1	перевесить
bedingen, bedingt, bedingte, hat bedingt	bedingen, bedingt, bedingte, hat bedingt		verb	B1	состояние
Gestalt	die Gestalt, -en		die	B1	форма
zukommen, kommt zu, kam zu, ist zugekommen	zukommen, kommt zu, kam zu, ist zugekommen		verb	B1	пришел
ablaufen, läuft ab, lief ab, hat abgelaufen	ablaufen, läuft ab, lief ab, hat abgelaufen		verb	B1	истекает
Minister	der Minister, -		der	B1	Министр
Fahrzeug	das Fahrzeug, -e		das	B1	транспортное средство
fließen, fließt, floss, ist geflossen	fließen, fließt, floss, ist geflossen		verb	B1	текло
gemäß	gemäß		prep	B1	согласно
Vorwurf	der Vorwurf, -̈e		der	B1	обвинение
erforderlich	erforderlich		adj	B1	требуется
Haltung	die Haltung, -en		die	B1	Отношение
Schriftsteller	der Schriftsteller, -		der	B1	Писатель
Stimmung	die Stimmung, -en		die	B1	настроение
zufällig	zufällig		adj	B1	случайный
enorm	enorm		adj	B1	огромный
Fach	das Fach, -̈er		das	A2	отсек
begrenzen, begrenzt, begrenzte, hat begrenzt	begrenzen, begrenzt, begrenzte, hat begrenzt		verb	B1	предел
Lied	das Lied, -er		das	A1	песня
Nation	die Nation, -en		die	B1	нация
Verhandlung	die Verhandlung, -en		die	B1	Переговоры
Wein	der Wein, -e		der	A1	вино
Auflage	die Auflage, -n		die	B1	издание
billig	billig		adj	A1	дешево
dünn	dünn		adj	A2	тонкий
achten, achtet, achtete, hat geachtet	achten, achtet, achtete, hat geachtet		verb	B1	уважение
Amerikaner	der Amerikaner, -		der	B1	Американский
Anbieter	der Anbieter, -		der	B1	Поставщик
Industrie	die Industrie, -n		die	B1	Промышленность
Spanien	Spanien		das	B1	Испания
ab	ab		adv	A1	выкл.
Jude	der Jude, -n		der	B1	еврей
Vorgang	der Vorgang, -̈e		der	B1	процесс
ausgeben, gibt aus, gab aus, hat ausgegeben	ausgeben, gibt aus, gab aus, hat ausgegeben		verb	A2	тратить
Meister	der Meister, -		der	B1	Мастер
umdrehen, dreht um, drehte um, hat umgedreht	umdrehen, dreht um, drehte um, hat umgedreht		verb	B1	обернулся
weitgehend	weitgehend		adj	B1	в основном
traurig	traurig		adj	A2	грустный
Aufmerksamkeit	die Aufmerksamkeit, -en		die	B1	внимание
Berechnung	die Berechnung, -en		die	B1	Расчет
gegenseitig	gegenseitig		adj	B1	друг друга
kurzfristig	kurzfristig		adj	B1	краткосрочный срок
Stufe	die Stufe, -n		die	B1	сцена
Urteil	das Urteil, -e		das	B1	Решение
primär	primär		adj	B1	первичный
Schnee	der Schnee		der	A2	снег
vollkommen	vollkommen		adj	B1	идеальный
England	England		das	B1	Англия
massiv	massiv		adj	B1	массивный
sämtlich	sämtlich		adj	B1	все они
übersetzen, übersetzt, übersetzte, hat übersetzt	übersetzen, übersetzt, übersetzte, hat übersetzt		verb	A2	перевести
dringend	dringend		adj	A2	срочный
verursachen, verursacht, verursachte, hat verursacht	verursachen, verursacht, verursachte, hat verursacht		verb	B1	причина
Konkurrenz	die Konkurrenz, -en		die	B1	Конкуренция
Muskel	der Muskel, -n		der	B1	мышца
Test	der Test, -s		der	A1	тест
Süden, Süd-	Süden, Süd-		der	B1	юг
super	super		adj	A2	отлично
ökonomisch	ökonomisch		adj	B1	экономичный
Erzählung	die Erzählung, -en		die	B1	Повествование
Initiative	die Initiative, -n		die	B1	инициатива
Flugzeug	das Flugzeug, -e		das	A1	Самолет
DNA	DNA (DNS, Desoxyribonukleinsäure)		die	B1	ДНК
Flüssigkeit	die Flüssigkeit, -en		die	B1	жидкость
Geburtstag	der Geburtstag, -e		der	A1	день рождения
Kleid	das Kleid, -er		das	A2	платье
zeitlich	zeitlich		adj	B1	временно
Ball	der Ball, -̈e		der	A2	Мяч
Brust	die Brust, -̈e		die	B1	грудь
elektronisch	elektronisch		adj	B1	в электронном виде
verabschieden, verabschiedet, verabschiedete, hat verabschiedet	verabschieden, verabschiedet, verabschiedete, hat verabschiedet		verb	B1	попрощался
ausdrücken, drückt aus, drückte aus, hat ausgedrückt	ausdrücken, drückt aus, drückte aus, hat ausgedrückt		verb	B1	выражать
Detail	das Detail, -s		das	B1	деталь
demokratisch	demokratisch		adj	B1	демократический
Variable	die Variable, -n		die	B1	переменная
Fleisch	das Fleisch		das	A1	мясо
körperlich	körperlich		adj	B1	физический
Liste	die Liste, -n		die	B1	Список
träumen, träumt, träumte, hat geträumt	träumen, träumt, träumte, hat geträumt		verb	A2	мечтать
Volumen	das Volumen, -		das	B1	Объем
zugeben, gibt zu, gab zu, hat zugegeben	zugeben, gibt zu, gab zu, hat zugegeben		verb	B1	признаться
ah	ah		part	B1	ах
Drittel	das Drittel, -		das	B1	третий
akzeptieren, akzeptiert, akzeptierte, hat akzeptiert	akzeptieren, akzeptiert, akzeptierte, hat akzeptiert		verb	B1	принять
endgültig	endgültig		adj	B1	финальный
ewig	ewig		adj	B1	навсегда
Perspektive	die Perspektive, -n		die	B1	перспектива
Restaurant	das Restaurant, -s		das	A1	Ресторан
wandern, wandert, wanderte, ist gewandert	wandern, wandert, wanderte, ist gewandert		verb	A1	поход
Tasche	die Tasche, -n		die	A1	сумка
vornehmen, nimmt vor, nahm vor, hat vorgenommen	vornehmen (sich), nimmt vor, nahm vor, hat vorgenommen		verb	B1	предпринимать
Beamte	die Beamte		der, die	A1	Официальные лица
orientieren, orientiert, orientierte, hat orientiert	orientieren, orientiert, orientierte, hat orientiert		verb	B1	сориентироваться
schmal	schmal		adj	B1	узкий
Streit	der Streit, -e		der	B1	Ссора
spannend	spannend		adj	A2	захватывающий
wohin	wohin		pron	A1	где
Dach	das Dach, -̈er		das	B1	крыша
Karriere	die Karriere, -n		die	B1	Карьера
regeln, regelt, regelte, hat geregelt	regeln, regelt, regelte, hat geregelt		verb	B1	регулировать
insofern	insofern		adv	B1	в этом отношении
Zigarette	die Zigarette, -n		die	A1	Сигарета
bunt	bunt		adj	A2	красочный
Falle	die Falle, -n		die	B1	ловушка
verbreiten, verbreitet, verbreitete, hat verbreitet	verbreiten, verbreitet, verbreitete, hat verbreitet		verb	B1	распространился
Auswirkung	die Auswirkung, -en		die	B1	Воздействие
einander	einander		adv	B1	друг друга
weshalb	weshalb		pron	B1	почему
Unterricht	der Unterricht, -e		der	A1	уроки
Bedürfnis	das Bedürfnis, -se		das	B1	необходимость
Niveau	das Niveau, -s		das	B1	уровень
Tante	die Tante, -n		die	B1	тетя
Prüfung	die Prüfung, -en		die	A1	Экзамен
mitbringen, bringt mit, brachte mit, hat mitgebracht	mitbringen, bringt mit, brachte mit, hat mitgebracht		verb	A1	принеси с собой
seltsam	seltsam		adj	B1	странный
Gen	das Gen, -e		das	B1	Генерал
engagieren, engagiert, engagierte, hat engagiert	engagieren, engagiert, engagierte, hat engagiert		verb	B1	заниматься
Onkel	der Onkel, -		der	B1	дядя
soweit	soweit		adv	B1	до сих пор
mächtig	mächtig		adj	B1	мощный
ausgerechnet	ausgerechnet		adv	B1	из всех вещей
zweimal	zweimal		adv	B1	дважды
Störung	die Störung, -en		die	B1	Беспокойство
Aktion	die Aktion, -en		die	B1	Действие
-jährig	-jährig		adj	B1	-год
künstlich	künstlich		adj	B1	искусственный
Auseinandersetzung	die Auseinandersetzung, -en		die	B1	Споры
pflegen, pflegt, pflegte, hat gepflegt	pflegen, pflegt, pflegte, hat gepflegt		verb	B1	поддерживать
Ausgabe	die Ausgabe, -n		die	B1	Издание
online	online		adv	A2	онлайн
ableiten, leitet ab, leitete ab, hat abgeleitet	ableiten, leitet ab, leitete ab, hat abgeleitet		verb	B1	выводить
etc.	etc.		adv	B1	и т. д.
leuchten, leuchtet, leuchtete, hat geleuchtet	leuchten, leuchtet, leuchtete, hat geleuchtet		verb	B1	светить
Anlage	die Anlage, -n		die	B1	Объект
erweitern, erweitert, erweiterte, hat erweitert	erweitern, erweitert, erweiterte, hat erweitert		verb	B1	расширить
erweisen, erweist, erwies, hat erwiesen	erweisen, erweist, erwies, hat erwiesen		verb	B1	доказать
Gesundheit	die Gesundheit		die	A2	Здоровье
zutreffen, trifft zu, traf zu, hat zugetroffen	zutreffen, trifft zu, traf zu, hat zugetroffen		verb	B1	применить
aufführen, führt auf, führte auf, hat aufgeführt	aufführen, führt auf, führte auf, hat aufgeführt		verb	B1	исполнять
Kandidat	der Kandidat, -en		der	B1	кандидат
profitieren, profitiert, profitierte, hat profitiert	profitieren, profitiert, profitierte, hat profitiert		verb	B1	польза
Rechnung	die Rechnung, -en		die	A1	Счет
Übergang	der Übergang, -̈e		der	B1	Переход
zusammenfassen, fasst zusammen, fasste zusammen, hat zusammengefasst	zusammenfassen, fasst zusammen, fasste zusammen, hat zusammengefasst		verb	B1	подвести итог
beeindrucken, beeindruckt, beeindruckte, hat beeindruckt	beeindrucken, beeindruckt, beeindruckte, hat beeindruckt		verb	B1	произвести впечатление
einnehmen, nimmt ein, nahm ein, hat eingenommen	einnehmen, nimmt ein, nahm ein, hat eingenommen		verb	B1	взять
Loch	das Loch, -̈er		das	B1	дыра
Management	das Management, -s		das	B1	менеджмент
schwimmen, schwimmt, schwamm, ist geschwommen	schwimmen, schwimmt, schwamm, ist geschwommen		verb	A1	плавать
Erwartung	die Erwartung, -en		die	B1	Ожидание
beantworten, beantwortet, beantwortete, hat beantwortet	beantworten, beantwortet, beantwortete, hat beantwortet		verb	A2	ответ
Beweis	der Beweis, -e		der	B1	Доказательство
Weltkrieg	der Weltkrieg, -e		der	B1	Мировая война
kompliziert	kompliziert		adj	B1	сложный
Stirn	die Stirn, -en		die	B1	лоб
Behandlung	die Behandlung, -en		die	B1	Лечение
Zahn	der Zahn, -̈e		der	A2	зуб
aussprechen, spricht aus, sprach aus, hat ausgesprochen	aussprechen, spricht aus, sprach aus, hat ausgesprochen		verb	A2	произнести
beliebt	beliebt		adj	A2	популярный
Eis	das Eis		das	A2	Мороженое
komisch	komisch		adj	A2	смешно
westlich	westlich		adj	B1	западный
geistig	geistig		adj	B1	духовно
Länge	die Länge, -n		die	B1	Длина
unmöglich	unmöglich		adj	B1	невозможно
optimal	optimal		adj	B1	оптимальный
Wetter	das Wetter, -		das	A1	Погода
ergänzen, ergänzt, ergänzte, hat ergänzt	ergänzen, ergänzt, ergänzte, hat ergänzt		verb	B1	дополнил
voneinander	voneinander		adv	B1	друг от друга
auswählen, wählt aus, wählte aus, hat ausgewählt	auswählen, wählt aus, wählte aus, hat ausgewählt		verb	B1	выбрать
befragen, befragt, befragte, hat befragt	befragen, befragt, befragte, hat befragt		verb	B1	вопрос
rücken, rückt, rückte, hat gerückt	rücken, rückt, rückte, hat gerückt		verb	A2	двигаться
Anwalt	der Anwalt, -̈e		der	B1	Юрист
dahinter	dahinter		pron	B1	за этим
Stärke	die Stärke, -n		die	B1	Сила
Ironie	die Ironie, -n		die	B1	Ирония
Ansicht	die Ansicht, -en		die	B1	Посмотреть
AG	AG (Aktiengesellschaft)		die	B1	АГ
ausbilden, bildet aus, bildete aus, hat ausgebildet	ausbilden, bildet aus, bildete aus, hat ausgebildet		verb	B1	поезд
empirisch	empirisch		adj	B1	эмпирический
Kombination	die Kombination, -en		die	B1	Комбинация
Ermittlung	die Ermittlung, -en		die	B1	Расследование
